GemeenteCode;GemeenteNaam;PartijNaam;AantalStemmen
302;Nunspeet;D66;357
302;Nunspeet;ChristenUnie;2099
302;Nunspeet;PVV (Partij voor de Vrijheid);571
302;Nunspeet;SP (Socialistische Partij);169
302;Nunspeet;Staatkundig Gereformeerde Partij (SGP);4250
302;Nunspeet;Partij voor de Dieren;317
302;Nunspeet;50PLUS;203
302;Nunspeet;Lokale Partijen Gelderland;158
302;Nunspeet;BBB;3787
302;Nunspeet;ONS Gelderland;42
302;Nunspeet;Belang van Nederland (BVNL);117
302;Nunspeet;JA21;460
302;Nunspeet;Volt;190
303;Dronten;Forum voor Democratie;682
303;Dronten;VVD;2056
303;Dronten;PVV (Partij voor de Vrijheid);1236
303;Dronten;GROENLINKS;1188
303;Dronten;CDA;1696
303;Dronten;Partij van de Arbeid (P.v.d.A.);974
303;Dronten;ChristenUnie;1601
303;Dronten;SP (Socialistische Partij);761
303;Dronten;50PLUS;363
303;Dronten;D66;958
303;Dronten;Partij voor de Dieren;673
303;Dronten;Staatkundig Gereformeerde Partij (SGP);287
303;Dronten;Krachtig Flevoland;265
303;Dronten;SterkLokaalFlevoland;501
303;Dronten;JA21;784
303;Dronten;Belang van Nederland (BVNL);250
303;Dronten;BBB;6020
307;Amersfoort;GROENLINKS;10259
307;Amersfoort;VVD;8365
307;Amersfoort;Forum voor Democratie;1604
307;Amersfoort;CDA;5955
307;Amersfoort;D66;7732
307;Amersfoort;Partij van de Arbeid (P.v.d.A.);5330
307;Amersfoort;ChristenUnie;5869
307;Amersfoort;PVV (Partij voor de Vrijheid);2678
307;Amersfoort;Partij voor de Dieren;4769
307;Amersfoort;SP (Socialistische Partij);2459
307;Amersfoort;Staatkundig Gereformeerde Partij (SGP);963
307;Amersfoort;50PLUS;1518
307;Amersfoort;DENK;1595
307;Amersfoort;ZWARTE PIET IS ZWART;62
307;Amersfoort;BBB;7779
307;Amersfoort;JA21;2871
307;Amersfoort;Volt;3461
307;Amersfoort;Belang van Nederland (BVNL);519
307;Amersfoort;U26 GEMEENTEN;640
308;Baarn;GROENLINKS;1393
308;Baarn;VVD;1983
308;Baarn;Forum voor Democratie;310
308;Baarn;CDA;980
308;Baarn;D66;1165
308;Baarn;Partij van de Arbeid (P.v.d.A.);762
308;Baarn;ChristenUnie;483
308;Baarn;PVV (Partij voor de Vrijheid);513
308;Baarn;Partij voor de Dieren;732
308;Baarn;SP (Socialistische Partij);298
308;Baarn;Staatkundig Gereformeerde Partij (SGP);171
308;Baarn;50PLUS;520
308;Baarn;DENK;95
308;Baarn;ZWARTE PIET IS ZWART;9
308;Baarn;BBB;1571
308;Baarn;JA21;634
308;Baarn;Volt;548
308;Baarn;Belang van Nederland (BVNL);96
308;Baarn;U26 GEMEENTEN;99
310;De Bilt;GROENLINKS;3585
310;De Bilt;VVD;3575
310;De Bilt;Forum voor Democratie;421
310;De Bilt;CDA;1659
310;De Bilt;D66;2626
310;De Bilt;Partij van de Arbeid (P.v.d.A.);1552
310;De Bilt;ChristenUnie;900
310;De Bilt;PVV (Partij voor de Vrijheid);652
310;De Bilt;Partij voor de Dieren;1518
310;De Bilt;SP (Socialistische Partij);652
310;De Bilt;Staatkundig Gereformeerde Partij (SGP);883
310;De Bilt;50PLUS;299
310;De Bilt;DENK;140
310;De Bilt;ZWARTE PIET IS ZWART;26
310;De Bilt;BBB;2085
310;De Bilt;JA21;916
310;De Bilt;Volt;976
310;De Bilt;Belang van Nederland (BVNL);140
310;De Bilt;U26 GEMEENTEN;238
312;Bunnik;GROENLINKS;1527
312;Bunnik;VVD;1134
312;Bunnik;Forum voor Democratie;117
312;Bunnik;CDA;912
312;Bunnik;D66;994
312;Bunnik;Partij van de Arbeid (P.v.d.A.);582
312;Bunnik;ChristenUnie;386
312;Bunnik;PVV (Partij voor de Vrijheid);232
312;Bunnik;Partij voor de Dieren;490
312;Bunnik;SP (Socialistische Partij);174
312;Bunnik;Staatkundig Gereformeerde Partij (SGP);154
312;Bunnik;50PLUS;124
312;Bunnik;DENK;38
312;Bunnik;ZWARTE PIET IS ZWART;8
312;Bunnik;BBB;1267
312;Bunnik;JA21;276
312;Bunnik;Volt;404
312;Bunnik;Belang van Nederland (BVNL);52
312;Bunnik;U26 GEMEENTEN;109
313;Bunschoten;GROENLINKS;178
313;Bunschoten;VVD;710
313;Bunschoten;Forum voor Democratie;378
313;Bunschoten;CDA;1006
313;Bunschoten;D66;124
313;Bunschoten;Partij van de Arbeid (P.v.d.A.);133
313;Bunschoten;ChristenUnie;2112
313;Bunschoten;PVV (Partij voor de Vrijheid);755
313;Bunschoten;Partij voor de Dieren;83
313;Bunschoten;SP (Socialistische Partij);90
313;Bunschoten;Staatkundig Gereformeerde Partij (SGP);1392
313;Bunschoten;50PLUS;71
313;Bunschoten;DENK;44
313;Bunschoten;ZWARTE PIET IS ZWART;25
313;Bunschoten;BBB;2997
313;Bunschoten;JA21;694
313;Bunschoten;Volt;82
313;Bunschoten;Belang van Nederland (BVNL);100
313;Bunschoten;U26 GEMEENTEN;65
317;Eemnes;GROENLINKS;355
317;Eemnes;VVD;729
317;Eemnes;Forum voor Democratie;163
317;Eemnes;CDA;521
317;Eemnes;D66;304
317;Eemnes;Partij van de Arbeid (P.v.d.A.);391
317;Eemnes;ChristenUnie;145
317;Eemnes;PVV (Partij voor de Vrijheid);225
317;Eemnes;Partij voor de Dieren;208
317;Eemnes;SP (Socialistische Partij);116
317;Eemnes;Staatkundig Gereformeerde Partij (SGP);58
317;Eemnes;50PLUS;120
317;Eemnes;DENK;15
317;Eemnes;ZWARTE PIET IS ZWART;16
317;Eemnes;BBB;1286
317;Eemnes;JA21;286
317;Eemnes;Volt;128
317;Eemnes;Belang van Nederland (BVNL);54
317;Eemnes;U26 GEMEENTEN;83
321;Houten;GROENLINKS;2923
321;Houten;VVD;3322
321;Houten;Forum voor Democratie;451
321;Houten;CDA;2629
321;Houten;D66;2435
321;Houten;Partij van de Arbeid (P.v.d.A.);1747
321;Houten;ChristenUnie;1702
321;Houten;PVV (Partij voor de Vrijheid);1062
321;Houten;Partij voor de Dieren;1129
321;Houten;SP (Socialistische Partij);632
321;Houten;Staatkundig Gereformeerde Partij (SGP);776
321;Houten;50PLUS;447
321;Houten;DENK;148
321;Houten;ZWARTE PIET IS ZWART;25
321;Houten;BBB;3017
321;Houten;JA21;1189
321;Houten;Volt;1058
321;Houten;Belang van Nederland (BVNL);187
321;Houten;U26 GEMEENTEN;314
327;Leusden;GROENLINKS;1719
327;Leusden;VVD;2202
327;Leusden;Forum voor Democratie;355
327;Leusden;CDA;1747
327;Leusden;D66;1441
327;Leusden;Partij van de Arbeid (P.v.d.A.);1001
327;Leusden;ChristenUnie;1225
327;Leusden;PVV (Partij voor de Vrijheid);537
327;Leusden;Partij voor de Dieren;772
327;Leusden;SP (Socialistische Partij);594
327;Leusden;Staatkundig Gereformeerde Partij (SGP);383
327;Leusden;50PLUS;336
327;Leusden;DENK;80
327;Leusden;ZWARTE PIET IS ZWART;20
327;Leusden;BBB;2770
327;Leusden;JA21;797
327;Leusden;Volt;639
327;Leusden;Belang van Nederland (BVNL);126
327;Leusden;U26 GEMEENTEN;233
331;Lopik;GROENLINKS;206
331;Lopik;VVD;739
331;Lopik;Forum voor Democratie;184
331;Lopik;CDA;808
331;Lopik;D66;174
331;Lopik;Partij van de Arbeid (P.v.d.A.);278
331;Lopik;ChristenUnie;455
331;Lopik;PVV (Partij voor de Vrijheid);442
331;Lopik;Partij voor de Dieren;163
331;Lopik;SP (Socialistische Partij);121
331;Lopik;Staatkundig Gereformeerde Partij (SGP);790
331;Lopik;50PLUS;115
331;Lopik;DENK;21
331;Lopik;ZWARTE PIET IS ZWART;20
331;Lopik;BBB;2379
331;Lopik;JA21;444
331;Lopik;Volt;96
331;Lopik;Belang van Nederland (BVNL);76
331;Lopik;U26 GEMEENTEN;74
335;Montfoort;GROENLINKS;418
335;Montfoort;VVD;1013
335;Montfoort;Forum voor Democratie;169
335;Montfoort;CDA;806
335;Montfoort;D66;406
335;Montfoort;Partij van de Arbeid (P.v.d.A.);330
335;Montfoort;ChristenUnie;433
335;Montfoort;PVV (Partij voor de Vrijheid);339
335;Montfoort;Partij voor de Dieren;169
335;Montfoort;SP (Socialistische Partij);125
335;Montfoort;Staatkundig Gereformeerde Partij (SGP);543
335;Montfoort;50PLUS;142
335;Montfoort;DENK;34
335;Montfoort;ZWARTE PIET IS ZWART;14
335;Montfoort;BBB;1813
335;Montfoort;JA21;470
335;Montfoort;Volt;184
335;Montfoort;Belang van Nederland (BVNL);72
335;Montfoort;U26 GEMEENTEN;111
339;Renswoude;GROENLINKS;52
339;Renswoude;VVD;246
339;Renswoude;Forum voor Democratie;55
339;Renswoude;CDA;173
339;Renswoude;D66;47
339;Renswoude;Partij van de Arbeid (P.v.d.A.);47
339;Renswoude;ChristenUnie;191
339;Renswoude;PVV (Partij voor de Vrijheid);103
339;Renswoude;Partij voor de Dieren;44
339;Renswoude;SP (Socialistische Partij);26
339;Renswoude;Staatkundig Gereformeerde Partij (SGP);754
339;Renswoude;50PLUS;26
339;Renswoude;DENK;3
339;Renswoude;ZWARTE PIET IS ZWART;4
339;Renswoude;BBB;1091
339;Renswoude;JA21;139
339;Renswoude;Volt;34
339;Renswoude;Belang van Nederland (BVNL);17
339;Renswoude;U26 GEMEENTEN;25
340;Rhenen;GROENLINKS;796
340;Rhenen;VVD;1046
340;Rhenen;Forum voor Democratie;239
340;Rhenen;CDA;697
340;Rhenen;D66;520
340;Rhenen;Partij van de Arbeid (P.v.d.A.);532
340;Rhenen;ChristenUnie;617
340;Rhenen;PVV (Partij voor de Vrijheid);452
340;Rhenen;Partij voor de Dieren;342
340;Rhenen;SP (Socialistische Partij);206
340;Rhenen;Staatkundig Gereformeerde Partij (SGP);2024
340;Rhenen;50PLUS;144
340;Rhenen;DENK;40
340;Rhenen;ZWARTE PIET IS ZWART;17
340;Rhenen;BBB;1787
340;Rhenen;JA21;482
340;Rhenen;Volt;187
340;Rhenen;Belang van Nederland (BVNL);80
340;Rhenen;U26 GEMEENTEN;106
342;Soest;GROENLINKS;2337
342;Soest;VVD;3515
342;Soest;Forum voor Democratie;528
342;Soest;CDA;1850
342;Soest;D66;2006
342;Soest;Partij van de Arbeid (P.v.d.A.);1373
342;Soest;ChristenUnie;1093
342;Soest;PVV (Partij voor de Vrijheid);1270
342;Soest;Partij voor de Dieren;1410
342;Soest;SP (Socialistische Partij);515
342;Soest;Staatkundig Gereformeerde Partij (SGP);484
342;Soest;50PLUS;601
342;Soest;DENK;284
342;Soest;ZWARTE PIET IS ZWART;54
342;Soest;BBB;3286
342;Soest;JA21;1361
342;Soest;Volt;795
342;Soest;Belang van Nederland (BVNL);220
342;Soest;U26 GEMEENTEN;323
344;Utrecht;GROENLINKS;35386
344;Utrecht;VVD;13928
344;Utrecht;Forum voor Democratie;2202
344;Utrecht;CDA;8510
344;Utrecht;D66;21729
344;Utrecht;Partij van de Arbeid (P.v.d.A.);14850
344;Utrecht;ChristenUnie;5002
344;Utrecht;PVV (Partij voor de Vrijheid);4431
344;Utrecht;Partij voor de Dieren;13973
344;Utrecht;SP (Socialistische Partij);4016
344;Utrecht;Staatkundig Gereformeerde Partij (SGP);697
344;Utrecht;50PLUS;1473
344;Utrecht;DENK;5390
344;Utrecht;ZWARTE PIET IS ZWART;76
344;Utrecht;BBB;8252
344;Utrecht;JA21;4213
344;Utrecht;Volt;13461
344;Utrecht;Belang van Nederland (BVNL);724
344;Utrecht;U26 GEMEENTEN;1232
345;Veenendaal;GROENLINKS;1594
345;Veenendaal;VVD;3096
345;Veenendaal;Forum voor Democratie;798
345;Veenendaal;CDA;2855
345;Veenendaal;D66;1004
345;Veenendaal;Partij van de Arbeid (P.v.d.A.);1094
345;Veenendaal;ChristenUnie;4448
345;Veenendaal;PVV (Partij voor de Vrijheid);1468
345;Veenendaal;Partij voor de Dieren;652
345;Veenendaal;SP (Socialistische Partij);891
345;Veenendaal;Staatkundig Gereformeerde Partij (SGP);4527
345;Veenendaal;50PLUS;574
345;Veenendaal;DENK;303
345;Veenendaal;ZWARTE PIET IS ZWART;40
345;Veenendaal;BBB;4855
345;Veenendaal;JA21;1427
345;Veenendaal;Volt;505
345;Veenendaal;Belang van Nederland (BVNL);241
345;Veenendaal;U26 GEMEENTEN;571
351;Woudenberg;GROENLINKS;394
351;Woudenberg;VVD;697
351;Woudenberg;Forum voor Democratie;179
351;Woudenberg;CDA;696
351;Woudenberg;D66;255
351;Woudenberg;Partij van de Arbeid (P.v.d.A.);242
351;Woudenberg;ChristenUnie;569
351;Woudenberg;PVV (Partij voor de Vrijheid);258
351;Woudenberg;Partij voor de Dieren;213
351;Woudenberg;SP (Socialistische Partij);95
351;Woudenberg;Staatkundig Gereformeerde Partij (SGP);1864
351;Woudenberg;50PLUS;113
351;Woudenberg;DENK;16
351;Woudenberg;ZWARTE PIET IS ZWART;12
351;Woudenberg;BBB;1579
351;Woudenberg;JA21;258
351;Woudenberg;Volt;114
351;Woudenberg;Belang van Nederland (BVNL);60
351;Woudenberg;U26 GEMEENTEN;192
352;Wijk bij Duurstede;GROENLINKS;1014
352;Wijk bij Duurstede;VVD;1554
352;Wijk bij Duurstede;Forum voor Democratie;258
352;Wijk bij Duurstede;CDA;1047
352;Wijk bij Duurstede;D66;731
352;Wijk bij Duurstede;Partij van de Arbeid (P.v.d.A.);759
352;Wijk bij Duurstede;ChristenUnie;388
352;Wijk bij Duurstede;PVV (Partij voor de Vrijheid);707
352;Wijk bij Duurstede;Partij voor de Dieren;552
352;Wijk bij Duurstede;SP (Socialistische Partij);491
352;Wijk bij Duurstede;Staatkundig Gereformeerde Partij (SGP);487
352;Wijk bij Duurstede;50PLUS;279
352;Wijk bij Duurstede;DENK;57
352;Wijk bij Duurstede;ZWARTE PIET IS ZWART;23
352;Wijk bij Duurstede;BBB;2416
352;Wijk bij Duurstede;JA21;696
352;Wijk bij Duurstede;Volt;328
352;Wijk bij Duurstede;Belang van Nederland (BVNL);106
352;Wijk bij Duurstede;U26 GEMEENTEN;172
353;IJsselstein;GROENLINKS;1236
353;IJsselstein;VVD;2456
353;IJsselstein;Forum voor Democratie;360
353;IJsselstein;CDA;1540
353;IJsselstein;D66;1119
353;IJsselstein;Partij van de Arbeid (P.v.d.A.);1005
353;IJsselstein;ChristenUnie;531
353;IJsselstein;PVV (Partij voor de Vrijheid);927
353;IJsselstein;Partij voor de Dieren;549
353;IJsselstein;SP (Socialistische Partij);402
353;IJsselstein;Staatkundig Gereformeerde Partij (SGP);182
353;IJsselstein;50PLUS;502
353;IJsselstein;DENK;180
353;IJsselstein;ZWARTE PIET IS ZWART;25
353;IJsselstein;BBB;2216
353;IJsselstein;JA21;1039
353;IJsselstein;Volt;451
353;IJsselstein;Belang van Nederland (BVNL);119
353;IJsselstein;U26 GEMEENTEN;193
355;Zeist;GROENLINKS;4700
355;Zeist;VVD;4640
355;Zeist;Forum voor Democratie;679
355;Zeist;CDA;2371
355;Zeist;D66;3881
355;Zeist;Partij van de Arbeid (P.v.d.A.);1904
355;Zeist;ChristenUnie;1536
355;Zeist;PVV (Partij voor de Vrijheid);1181
355;Zeist;Partij voor de Dieren;2079
355;Zeist;SP (Socialistische Partij);805
355;Zeist;Staatkundig Gereformeerde Partij (SGP);611
355;Zeist;50PLUS;465
355;Zeist;DENK;295
355;Zeist;ZWARTE PIET IS ZWART;29
355;Zeist;BBB;2650
355;Zeist;JA21;1301
355;Zeist;Volt;1515
355;Zeist;Belang van Nederland (BVNL);215
355;Zeist;U26 GEMEENTEN;571
356;Nieuwegein;GROENLINKS;2522
356;Nieuwegein;VVD;3488
356;Nieuwegein;Forum voor Democratie;777
356;Nieuwegein;CDA;2088
356;Nieuwegein;D66;1604
356;Nieuwegein;Partij van de Arbeid (P.v.d.A.);2347
356;Nieuwegein;ChristenUnie;908
356;Nieuwegein;PVV (Partij voor de Vrijheid);2265
356;Nieuwegein;Partij voor de Dieren;1147
356;Nieuwegein;SP (Socialistische Partij);1142
356;Nieuwegein;Staatkundig Gereformeerde Partij (SGP);215
356;Nieuwegein;50PLUS;971
356;Nieuwegein;DENK;388
356;Nieuwegein;ZWARTE PIET IS ZWART;54
356;Nieuwegein;BBB;3707
356;Nieuwegein;JA21;1618
356;Nieuwegein;Volt;850
356;Nieuwegein;Belang van Nederland (BVNL);256
356;Nieuwegein;U26 GEMEENTEN;345
358;Aalsmeer;Forum voor Democratie;536
358;Aalsmeer;GROENLINKS;841
358;Aalsmeer;VVD;2598
358;Aalsmeer;D66;815
358;Aalsmeer;Partij van de Arbeid (P.v.d.A.);1070
358;Aalsmeer;CDA;1063
358;Aalsmeer;Partij voor de Dieren;536
358;Aalsmeer;PVV (Partij voor de Vrijheid);782
358;Aalsmeer;SP (Socialistische Partij);268
358;Aalsmeer;ChristenUnie;664
358;Aalsmeer;DENK;50
358;Aalsmeer;50PLUS;564
358;Aalsmeer;Volt;379
358;Aalsmeer;Belang van Nederland (BVNL);196
358;Aalsmeer;Nederland met een PLAN (S.V.P.);59
358;Aalsmeer;Piratenpartij;58
358;Aalsmeer;JA21;1274
358;Aalsmeer;AWP voor water, klimaat en natuur;96
358;Aalsmeer;Onafhankelijke Politiek-NH OPNH;139
358;Aalsmeer;BBB;2422
358;Aalsmeer;Namens Noord-Hollanders.;49
358;Aalsmeer;CODE ORANJE;79
361;Alkmaar;Forum voor Democratie;2116
361;Alkmaar;GROENLINKS;5618
361;Alkmaar;VVD;5788
361;Alkmaar;D66;3067
361;Alkmaar;Partij van de Arbeid (P.v.d.A.);5440
361;Alkmaar;CDA;2032
361;Alkmaar;Partij voor de Dieren;3503
361;Alkmaar;PVV (Partij voor de Vrijheid);2355
361;Alkmaar;SP (Socialistische Partij);2147
361;Alkmaar;ChristenUnie;924
361;Alkmaar;DENK;327
361;Alkmaar;50PLUS;1752
361;Alkmaar;Volt;1592
361;Alkmaar;Belang van Nederland (BVNL);521
361;Alkmaar;Nederland met een PLAN (S.V.P.);188
361;Alkmaar;Piratenpartij;271
361;Alkmaar;JA21;2580
361;Alkmaar;AWP voor water, klimaat en natuur;501
361;Alkmaar;Onafhankelijke Politiek-NH OPNH;1106
361;Alkmaar;BBB;7380
361;Alkmaar;Namens Noord-Hollanders.;97
361;Alkmaar;CODE ORANJE;262
361;Alkmaar;JEZUS LEEFT;88
362;Amstelveen;Forum voor Democratie;1102
362;Amstelveen;GROENLINKS;3914
362;Amstelveen;VVD;6102
362;Amstelveen;D66;3386
362;Amstelveen;Partij van de Arbeid (P.v.d.A.);4091
362;Amstelveen;CDA;1202
362;Amstelveen;Partij voor de Dieren;2169
362;Amstelveen;PVV (Partij voor de Vrijheid);1289
362;Amstelveen;SP (Socialistische Partij);1056
362;Amstelveen;ChristenUnie;840
362;Amstelveen;DENK;210
362;Amstelveen;50PLUS;1242
362;Amstelveen;Volt;1804
362;Amstelveen;Belang van Nederland (BVNL);385
362;Amstelveen;Nederland met een PLAN (S.V.P.);110
362;Amstelveen;Piratenpartij;144
362;Amstelveen;JA21;1854
362;Amstelveen;AWP voor water, klimaat en natuur;252
362;Amstelveen;Onafhankelijke Politiek-NH OPNH;232
362;Amstelveen;BBB;3303
362;Amstelveen;Namens Noord-Hollanders.;80
362;Amstelveen;CODE ORANJE;84
363;Amsterdam;Forum voor Democratie;8014
363;Amsterdam;GROENLINKS;55761
363;Amsterdam;VVD;27923
363;Amsterdam;D66;30509
363;Amsterdam;Partij van de Arbeid (P.v.d.A.);47267
363;Amsterdam;CDA;4732
363;Amsterdam;Partij voor de Dieren;35923
363;Amsterdam;PVV (Partij voor de Vrijheid);8019
363;Amsterdam;SP (Socialistische Partij);11555
363;Amsterdam;ChristenUnie;4108
363;Amsterdam;DENK;8810
363;Amsterdam;50PLUS;4290
363;Amsterdam;Volt;23644
363;Amsterdam;Belang van Nederland (BVNL);1862
363;Amsterdam;Nederland met een PLAN (S.V.P.);693
363;Amsterdam;Piratenpartij;2268
363;Amsterdam;JA21;9632
363;Amsterdam;AWP voor water, klimaat en natuur;1810
363;Amsterdam;Onafhankelijke Politiek-NH OPNH;1166
363;Amsterdam;BBB;15292
363;Amsterdam;Namens Noord-Hollanders.;341
363;Amsterdam;CODE ORANJE;546
363;Amsterdam;JEZUS LEEFT;359
373;Bergen (NH);Forum voor Democratie;562
373;Bergen (NH);GROENLINKS;1482
373;Bergen (NH);VVD;2547
373;Bergen (NH);D66;1243
373;Bergen (NH);Partij van de Arbeid (P.v.d.A.);1555
373;Bergen (NH);CDA;844
373;Bergen (NH);Partij voor de Dieren;1377
373;Bergen (NH);PVV (Partij voor de Vrijheid);746
373;Bergen (NH);SP (Socialistische Partij);487
373;Bergen (NH);ChristenUnie;194
373;Bergen (NH);DENK;12
373;Bergen (NH);50PLUS;424
373;Bergen (NH);Volt;476
373;Bergen (NH);Belang van Nederland (BVNL);260
373;Bergen (NH);Nederland met een PLAN (S.V.P.);39
373;Bergen (NH);Piratenpartij;45
373;Bergen (NH);JA21;1097
373;Bergen (NH);AWP voor water, klimaat en natuur;126
373;Bergen (NH);Onafhankelijke Politiek-NH OPNH;145
373;Bergen (NH);BBB;2750
373;Bergen (NH);Namens Noord-Hollanders.;70
373;Bergen (NH);CODE ORANJE;72
373;Bergen (NH);JEZUS LEEFT;22
375;Beverwijk;Forum voor Democratie;858
375;Beverwijk;GROENLINKS;1451
375;Beverwijk;VVD;1925
375;Beverwijk;D66;737
375;Beverwijk;Partij van de Arbeid (P.v.d.A.);1410
375;Beverwijk;CDA;648
375;Beverwijk;Partij voor de Dieren;842
375;Beverwijk;PVV (Partij voor de Vrijheid);1279
375;Beverwijk;SP (Socialistische Partij);663
375;Beverwijk;ChristenUnie;200
375;Beverwijk;DENK;234
375;Beverwijk;50PLUS;686
375;Beverwijk;Volt;448
375;Beverwijk;Belang van Nederland (BVNL);204
375;Beverwijk;Nederland met een PLAN (S.V.P.);76
375;Beverwijk;Piratenpartij;100
375;Beverwijk;JA21;1270
375;Beverwijk;AWP voor water, klimaat en natuur;144
375;Beverwijk;Onafhankelijke Politiek-NH OPNH;204
375;Beverwijk;BBB;2526
375;Beverwijk;Namens Noord-Hollanders.;57
375;Beverwijk;CODE ORANJE;122
376;Blaricum;Forum voor Democratie;244
376;Blaricum;GROENLINKS;286
376;Blaricum;VVD;1577
376;Blaricum;D66;490
376;Blaricum;Partij van de Arbeid (P.v.d.A.);408
376;Blaricum;CDA;281
376;Blaricum;Partij voor de Dieren;281
376;Blaricum;PVV (Partij voor de Vrijheid);267
376;Blaricum;SP (Socialistische Partij);128
376;Blaricum;ChristenUnie;160
376;Blaricum;DENK;19
376;Blaricum;50PLUS;139
376;Blaricum;Volt;173
376;Blaricum;Belang van Nederland (BVNL);91
376;Blaricum;Nederland met een PLAN (S.V.P.);13
376;Blaricum;Piratenpartij;23
376;Blaricum;JA21;501
376;Blaricum;AWP voor water, klimaat en natuur;40
376;Blaricum;Onafhankelijke Politiek-NH OPNH;46
376;Blaricum;BBB;748
376;Blaricum;Namens Noord-Hollanders.;5
376;Blaricum;CODE ORANJE;16
377;Bloemendaal;Forum voor Democratie;278
377;Bloemendaal;GROENLINKS;1243
377;Bloemendaal;VVD;3152
377;Bloemendaal;D66;1686
377;Bloemendaal;Partij van de Arbeid (P.v.d.A.);1018
377;Bloemendaal;CDA;676
377;Bloemendaal;Partij voor de Dieren;886
377;Bloemendaal;PVV (Partij voor de Vrijheid);306
377;Bloemendaal;SP (Socialistische Partij);209
377;Bloemendaal;ChristenUnie;251
377;Bloemendaal;DENK;23
377;Bloemendaal;50PLUS;249
377;Bloemendaal;Volt;815
377;Bloemendaal;Belang van Nederland (BVNL);116
377;Bloemendaal;Nederland met een PLAN (S.V.P.);22
377;Bloemendaal;Piratenpartij;29
377;Bloemendaal;JA21;637
377;Bloemendaal;AWP voor water, klimaat en natuur;100
377;Bloemendaal;Onafhankelijke Politiek-NH OPNH;65
377;Bloemendaal;BBB;943
377;Bloemendaal;Namens Noord-Hollanders.;17
377;Bloemendaal;CODE ORANJE;14
383;Castricum;Forum voor Democratie;689
383;Castricum;GROENLINKS;2262
383;Castricum;VVD;2920
383;Castricum;D66;1507
383;Castricum;Partij van de Arbeid (P.v.d.A.);2007
383;Castricum;CDA;1110
383;Castricum;Partij voor de Dieren;1386
383;Castricum;PVV (Partij voor de Vrijheid);701
383;Castricum;SP (Socialistische Partij);537
383;Castricum;ChristenUnie;271
383;Castricum;DENK;43
383;Castricum;50PLUS;692
383;Castricum;Volt;625
383;Castricum;Belang van Nederland (BVNL);219
383;Castricum;Nederland met een PLAN (S.V.P.);78
383;Castricum;Piratenpartij;80
383;Castricum;JA21;1179
383;Castricum;AWP voor water, klimaat en natuur;235
383;Castricum;Onafhankelijke Politiek-NH OPNH;554
383;Castricum;BBB;2939
383;Castricum;Namens Noord-Hollanders.;45
383;Castricum;CODE ORANJE;99
383;Castricum;JEZUS LEEFT;27
384;Diemen;Forum voor Democratie;351
384;Diemen;GROENLINKS;1719
384;Diemen;VVD;1229
384;Diemen;D66;808
384;Diemen;Partij van de Arbeid (P.v.d.A.);1531
384;Diemen;CDA;250
384;Diemen;Partij voor de Dieren;877
384;Diemen;PVV (Partij voor de Vrijheid);494
384;Diemen;SP (Socialistische Partij);422
384;Diemen;ChristenUnie;210
384;Diemen;DENK;150
384;Diemen;50PLUS;351
384;Diemen;Volt;587
384;Diemen;Belang van Nederland (BVNL);122
384;Diemen;Nederland met een PLAN (S.V.P.);36
384;Diemen;Piratenpartij;68
384;Diemen;JA21;540
384;Diemen;AWP voor water, klimaat en natuur;105
384;Diemen;Onafhankelijke Politiek-NH OPNH;132
384;Diemen;BBB;1009
384;Diemen;Namens Noord-Hollanders.;27
384;Diemen;CODE ORANJE;50
385;Edam-Volendam;Forum voor Democratie;1139
385;Edam-Volendam;GROENLINKS;1187
385;Edam-Volendam;VVD;1807
385;Edam-Volendam;D66;509
385;Edam-Volendam;Partij van de Arbeid (P.v.d.A.);897
385;Edam-Volendam;CDA;1215
385;Edam-Volendam;Partij voor de Dieren;664
385;Edam-Volendam;PVV (Partij voor de Vrijheid);2241
385;Edam-Volendam;SP (Socialistische Partij);325
385;Edam-Volendam;ChristenUnie;168
385;Edam-Volendam;DENK;32
385;Edam-Volendam;50PLUS;466
385;Edam-Volendam;Volt;315
385;Edam-Volendam;Belang van Nederland (BVNL);1456
385;Edam-Volendam;Nederland met een PLAN (S.V.P.);41
385;Edam-Volendam;Piratenpartij;49
385;Edam-Volendam;JA21;2508
385;Edam-Volendam;AWP voor water, klimaat en natuur;84
385;Edam-Volendam;Onafhankelijke Politiek-NH OPNH;129
385;Edam-Volendam;BBB;4446
385;Edam-Volendam;Namens Noord-Hollanders.;33
385;Edam-Volendam;CODE ORANJE;62
385;Edam-Volendam;JEZUS LEEFT;23
388;Enkhuizen;Forum voor Democratie;349
388;Enkhuizen;GROENLINKS;564
388;Enkhuizen;VVD;880
388;Enkhuizen;D66;422
388;Enkhuizen;Partij van de Arbeid (P.v.d.A.);771
388;Enkhuizen;CDA;475
388;Enkhuizen;Partij voor de Dieren;467
388;Enkhuizen;PVV (Partij voor de Vrijheid);467
388;Enkhuizen;SP (Socialistische Partij);545
388;Enkhuizen;ChristenUnie;263
388;Enkhuizen;DENK;24
388;Enkhuizen;50PLUS;239
388;Enkhuizen;Volt;218
388;Enkhuizen;Belang van Nederland (BVNL);94
388;Enkhuizen;Nederland met een PLAN (S.V.P.);31
388;Enkhuizen;Piratenpartij;112
388;Enkhuizen;JA21;493
388;Enkhuizen;AWP voor water, klimaat en natuur;49
388;Enkhuizen;Onafhankelijke Politiek-NH OPNH;77
388;Enkhuizen;BBB;1575
