GemeenteCode;GemeenteNaam;PartijNaam;AantalStemmen
14;Groningen;GROENLINKS;18410
14;Groningen;Partij van de Arbeid (P.v.d.A.);13598
14;Groningen;Forum voor Democratie;2201
14;Groningen;ChristenUnie;5650
14;Groningen;SP (Socialistische Partij);6747
14;Groningen;VVD;7283
14;Groningen;CDA;3398
14;Groningen;Groninger Belang;4592
14;Groningen;D66;10552
14;Groningen;PVV (Partij voor de Vrijheid);3283
14;Groningen;Partij voor het Noorden;3726
14;Groningen;Partij voor de Dieren;9051
14;Groningen;50PLUS;1162
14;Groningen;BBB;12210
14;Groningen;Belang van Nederland (BVNL);589
14;Groningen;Volt;8761
14;Groningen;Staatkundig Gereformeerde Partij (SGP);711
14;Groningen;JEZUS LEEFT;85
14;Groningen;JA21;2155
34;Almere;Forum voor Democratie;3172
34;Almere;VVD;7970
34;Almere;PVV (Partij voor de Vrijheid);6194
34;Almere;GROENLINKS;6482
34;Almere;CDA;2085
34;Almere;Partij van de Arbeid (P.v.d.A.);7089
34;Almere;ChristenUnie;2429
34;Almere;SP (Socialistische Partij);3691
34;Almere;50PLUS;2558
34;Almere;D66;5234
34;Almere;Partij voor de Dieren;4332
34;Almere;Staatkundig Gereformeerde Partij (SGP);390
34;Almere;Krachtig Flevoland;1125
34;Almere;SterkLokaalFlevoland;1840
34;Almere;JA21;3746
34;Almere;Belang van Nederland (BVNL);1100
34;Almere;BBB;9512
37;Stadskanaal;GROENLINKS;464
37;Stadskanaal;Partij van de Arbeid (P.v.d.A.);1015
37;Stadskanaal;Forum voor Democratie;505
37;Stadskanaal;ChristenUnie;1889
37;Stadskanaal;SP (Socialistische Partij);669
37;Stadskanaal;VVD;680
37;Stadskanaal;CDA;849
37;Stadskanaal;Groninger Belang;956
37;Stadskanaal;D66;270
37;Stadskanaal;PVV (Partij voor de Vrijheid);1127
37;Stadskanaal;Partij voor het Noorden;252
37;Stadskanaal;Partij voor de Dieren;286
37;Stadskanaal;50PLUS;170
37;Stadskanaal;BBB;4824
37;Stadskanaal;Belang van Nederland (BVNL);138
37;Stadskanaal;Volt;114
37;Stadskanaal;Staatkundig Gereformeerde Partij (SGP);305
37;Stadskanaal;JEZUS LEEFT;23
37;Stadskanaal;JA21;277
47;Veendam;GROENLINKS;483
47;Veendam;Partij van de Arbeid (P.v.d.A.);1322
47;Veendam;Forum voor Democratie;429
47;Veendam;ChristenUnie;414
47;Veendam;SP (Socialistische Partij);684
47;Veendam;VVD;723
47;Veendam;CDA;338
47;Veendam;Groninger Belang;1899
47;Veendam;D66;330
47;Veendam;PVV (Partij voor de Vrijheid);860
47;Veendam;Partij voor het Noorden;290
47;Veendam;Partij voor de Dieren;286
47;Veendam;50PLUS;220
47;Veendam;BBB;3411
47;Veendam;Belang van Nederland (BVNL);116
47;Veendam;Volt;145
47;Veendam;Staatkundig Gereformeerde Partij (SGP);69
47;Veendam;JEZUS LEEFT;12
47;Veendam;JA21;250
50;Zeewolde;Forum voor Democratie;440
50;Zeewolde;VVD;1218
50;Zeewolde;PVV (Partij voor de Vrijheid);593
50;Zeewolde;GROENLINKS;663
50;Zeewolde;CDA;635
50;Zeewolde;Partij van de Arbeid (P.v.d.A.);434
50;Zeewolde;ChristenUnie;1198
50;Zeewolde;SP (Socialistische Partij);331
50;Zeewolde;50PLUS;193
50;Zeewolde;D66;606
50;Zeewolde;Partij voor de Dieren;446
50;Zeewolde;Staatkundig Gereformeerde Partij (SGP);221
50;Zeewolde;Krachtig Flevoland;184
50;Zeewolde;SterkLokaalFlevoland;334
50;Zeewolde;JA21;525
50;Zeewolde;Belang van Nederland (BVNL);111
50;Zeewolde;BBB;2794
59;Achtkarspelen;CDA;1600
59;Achtkarspelen;Forum voor Democratie;868
59;Achtkarspelen;Partij van de Arbeid (P.v.d.A.);978
59;Achtkarspelen;VVD;550
59;Achtkarspelen;FNP;1437
59;Achtkarspelen;GROENLINKS;467
59;Achtkarspelen;ChristenUnie;1448
59;Achtkarspelen;PVV (Partij voor de Vrijheid);1093
59;Achtkarspelen;SP (Socialistische Partij);307
59;Achtkarspelen;D66;201
59;Achtkarspelen;Partij voor de Dieren;222
59;Achtkarspelen;50PLUS;84
59;Achtkarspelen;JA21;288
59;Achtkarspelen;Belang van Nederland (BVNL);318
59;Achtkarspelen;Provinciaal Belang Fryslân;202
59;Achtkarspelen;AWP voor Water, Klimaat en Natuur;39
59;Achtkarspelen;BBB;4527
60;Ameland;CDA;170
60;Ameland;Forum voor Democratie;45
60;Ameland;Partij van de Arbeid (P.v.d.A.);244
60;Ameland;VVD;206
60;Ameland;FNP;28
60;Ameland;GROENLINKS;78
60;Ameland;ChristenUnie;29
60;Ameland;PVV (Partij voor de Vrijheid);58
60;Ameland;SP (Socialistische Partij);39
60;Ameland;D66;53
60;Ameland;Partij voor de Dieren;47
60;Ameland;50PLUS;12
60;Ameland;JA21;57
60;Ameland;Belang van Nederland (BVNL);17
60;Ameland;Provinciaal Belang Fryslân;197
60;Ameland;AWP voor Water, Klimaat en Natuur;9
60;Ameland;BBB;821
72;Harlingen;CDA;721
72;Harlingen;Forum voor Democratie;333
72;Harlingen;Partij van de Arbeid (P.v.d.A.);1044
72;Harlingen;VVD;670
72;Harlingen;FNP;298
72;Harlingen;GROENLINKS;495
72;Harlingen;ChristenUnie;283
72;Harlingen;PVV (Partij voor de Vrijheid);484
72;Harlingen;SP (Socialistische Partij);318
72;Harlingen;D66;248
72;Harlingen;Partij voor de Dieren;345
72;Harlingen;50PLUS;105
72;Harlingen;JA21;287
72;Harlingen;Belang van Nederland (BVNL);129
72;Harlingen;Provinciaal Belang Fryslân;210
72;Harlingen;AWP voor Water, Klimaat en Natuur;84
72;Harlingen;BBB;1872
74;Heerenveen;CDA;1816
74;Heerenveen;Forum voor Democratie;956
74;Heerenveen;Partij van de Arbeid (P.v.d.A.);3477
74;Heerenveen;VVD;2363
74;Heerenveen;FNP;1905
74;Heerenveen;GROENLINKS;1878
74;Heerenveen;ChristenUnie;1034
74;Heerenveen;PVV (Partij voor de Vrijheid);1034
74;Heerenveen;SP (Socialistische Partij);1058
74;Heerenveen;D66;1191
74;Heerenveen;Partij voor de Dieren;936
74;Heerenveen;50PLUS;202
74;Heerenveen;JA21;676
74;Heerenveen;Belang van Nederland (BVNL);284
74;Heerenveen;Provinciaal Belang Fryslân;712
74;Heerenveen;AWP voor Water, Klimaat en Natuur;164
74;Heerenveen;BBB;6524
80;Leeuwarden;CDA;4179
80;Leeuwarden;Forum voor Democratie;2072
80;Leeuwarden;Partij van de Arbeid (P.v.d.A.);9143
80;Leeuwarden;VVD;4412
80;Leeuwarden;FNP;3934
80;Leeuwarden;GROENLINKS;6931
80;Leeuwarden;ChristenUnie;2390
80;Leeuwarden;PVV (Partij voor de Vrijheid);2526
80;Leeuwarden;SP (Socialistische Partij);2705
80;Leeuwarden;D66;2903
80;Leeuwarden;Partij voor de Dieren;3112
80;Leeuwarden;50PLUS;559
80;Leeuwarden;JA21;1850
80;Leeuwarden;Belang van Nederland (BVNL);865
80;Leeuwarden;Provinciaal Belang Fryslân;952
80;Leeuwarden;AWP voor Water, Klimaat en Natuur;438
80;Leeuwarden;BBB;10355
85;Ooststellingwerf;CDA;831
85;Ooststellingwerf;Forum voor Democratie;483
85;Ooststellingwerf;Partij van de Arbeid (P.v.d.A.);1268
85;Ooststellingwerf;VVD;837
85;Ooststellingwerf;FNP;469
85;Ooststellingwerf;GROENLINKS;863
85;Ooststellingwerf;ChristenUnie;625
85;Ooststellingwerf;PVV (Partij voor de Vrijheid);620
85;Ooststellingwerf;SP (Socialistische Partij);483
85;Ooststellingwerf;D66;364
85;Ooststellingwerf;Partij voor de Dieren;562
85;Ooststellingwerf;50PLUS;116
85;Ooststellingwerf;JA21;298
85;Ooststellingwerf;Belang van Nederland (BVNL);184
85;Ooststellingwerf;Provinciaal Belang Fryslân;379
85;Ooststellingwerf;AWP voor Water, Klimaat en Natuur;67
85;Ooststellingwerf;BBB;5557
86;Opsterland;CDA;1091
86;Opsterland;Forum voor Democratie;558
86;Opsterland;Partij van de Arbeid (P.v.d.A.);1589
86;Opsterland;VVD;975
86;Opsterland;FNP;1682
86;Opsterland;GROENLINKS;1028
86;Opsterland;ChristenUnie;1134
86;Opsterland;PVV (Partij voor de Vrijheid);637
86;Opsterland;SP (Socialistische Partij);494
86;Opsterland;D66;606
86;Opsterland;Partij voor de Dieren;472
86;Opsterland;50PLUS;109
86;Opsterland;JA21;320
86;Opsterland;Belang van Nederland (BVNL);212
86;Opsterland;Provinciaal Belang Fryslân;307
86;Opsterland;AWP voor Water, Klimaat en Natuur;81
86;Opsterland;BBB;5259
88;Schiermonnikoog;CDA;45
88;Schiermonnikoog;Forum voor Democratie;2
88;Schiermonnikoog;Partij van de Arbeid (P.v.d.A.);92
88;Schiermonnikoog;VVD;54
88;Schiermonnikoog;FNP;17
88;Schiermonnikoog;GROENLINKS;56
88;Schiermonnikoog;ChristenUnie;23
88;Schiermonnikoog;PVV (Partij voor de Vrijheid);15
88;Schiermonnikoog;SP (Socialistische Partij);21
88;Schiermonnikoog;D66;36
88;Schiermonnikoog;Partij voor de Dieren;53
88;Schiermonnikoog;50PLUS;4
88;Schiermonnikoog;JA21;19
88;Schiermonnikoog;Belang van Nederland (BVNL);3
88;Schiermonnikoog;Provinciaal Belang Fryslân;10
88;Schiermonnikoog;AWP voor Water, Klimaat en Natuur;0
88;Schiermonnikoog;BBB;141
90;Smallingerland;CDA;2654
90;Smallingerland;Forum voor Democratie;1240
90;Smallingerland;Partij van de Arbeid (P.v.d.A.);2972
90;Smallingerland;VVD;1831
90;Smallingerland;FNP;1595
90;Smallingerland;GROENLINKS;1799
90;Smallingerland;ChristenUnie;2703
90;Smallingerland;PVV (Partij voor de Vrijheid);1446
90;Smallingerland;SP (Socialistische Partij);1248
90;Smallingerland;D66;977
90;Smallingerland;Partij voor de Dieren;809
90;Smallingerland;50PLUS;249
90;Smallingerland;JA21;632
90;Smallingerland;Belang van Nederland (BVNL);357
90;Smallingerland;Provinciaal Belang Fryslân;855
90;Smallingerland;AWP voor Water, Klimaat en Natuur;173
90;Smallingerland;BBB;6085
93;Terschelling;CDA;167
93;Terschelling;Forum voor Democratie;67
93;Terschelling;Partij van de Arbeid (P.v.d.A.);634
93;Terschelling;VVD;326
93;Terschelling;FNP;63
93;Terschelling;GROENLINKS;129
93;Terschelling;ChristenUnie;43
93;Terschelling;PVV (Partij voor de Vrijheid);89
93;Terschelling;SP (Socialistische Partij);77
93;Terschelling;D66;111
93;Terschelling;Partij voor de Dieren;116
93;Terschelling;50PLUS;18
93;Terschelling;JA21;102
93;Terschelling;Belang van Nederland (BVNL);23
93;Terschelling;Provinciaal Belang Fryslân;42
93;Terschelling;AWP voor Water, Klimaat en Natuur;18
93;Terschelling;BBB;774
96;Vlieland;CDA;27
96;Vlieland;Forum voor Democratie;14
96;Vlieland;Partij van de Arbeid (P.v.d.A.);81
96;Vlieland;VVD;90
96;Vlieland;FNP;26
96;Vlieland;GROENLINKS;50
96;Vlieland;ChristenUnie;11
96;Vlieland;PVV (Partij voor de Vrijheid);23
96;Vlieland;SP (Socialistische Partij);20
96;Vlieland;D66;39
96;Vlieland;Partij voor de Dieren;26
96;Vlieland;50PLUS;9
96;Vlieland;JA21;19
96;Vlieland;Belang van Nederland (BVNL);4
96;Vlieland;Provinciaal Belang Fryslân;11
96;Vlieland;AWP voor Water, Klimaat en Natuur;6
96;Vlieland;BBB;161
98;Weststellingwerf;CDA;981
98;Weststellingwerf;Forum voor Democratie;504
98;Weststellingwerf;Partij van de Arbeid (P.v.d.A.);1211
98;Weststellingwerf;VVD;1092
98;Weststellingwerf;FNP;309
98;Weststellingwerf;GROENLINKS;804
98;Weststellingwerf;ChristenUnie;372
98;Weststellingwerf;PVV (Partij voor de Vrijheid);741
98;Weststellingwerf;SP (Socialistische Partij);477
98;Weststellingwerf;D66;387
98;Weststellingwerf;Partij voor de Dieren;507
98;Weststellingwerf;50PLUS;119
98;Weststellingwerf;JA21;471
98;Weststellingwerf;Belang van Nederland (BVNL);187
98;Weststellingwerf;Provinciaal Belang Fryslân;343
98;Weststellingwerf;AWP voor Water, Klimaat en Natuur;99
98;Weststellingwerf;BBB;5604
106;Assen;Partij van de Arbeid (P.v.d.A.);3742
106;Assen;Forum voor Democratie;905
106;Assen;VVD;2658
106;Assen;CDA;1425
106;Assen;GROENLINKS;2449
106;Assen;PVV (Partij voor de Vrijheid);1406
106;Assen;ChristenUnie;3189
106;Assen;SP (Socialistische Partij);2130
106;Assen;D66;1598
106;Assen;Sterk Lokaal Drenthe;972
106;Assen;50PLUS;606
106;Assen;Partij voor de Dieren;1662
106;Assen;JEZUS LEEFT;68
106;Assen;JA21;846
106;Assen;BBB;7108
106;Assen;Alliantie;165
106;Assen;Volt;1477
106;Assen;Staatkundig Gereformeerde Partij (SGP);384
106;Assen;Belang van Nederland (BVNL);381
109;Coevorden;Partij van de Arbeid (P.v.d.A.);1650
109;Coevorden;Forum voor Democratie;545
109;Coevorden;VVD;1561
109;Coevorden;CDA;1461
109;Coevorden;GROENLINKS;690
109;Coevorden;PVV (Partij voor de Vrijheid);917
109;Coevorden;ChristenUnie;409
109;Coevorden;SP (Socialistische Partij);702
109;Coevorden;D66;579
109;Coevorden;Sterk Lokaal Drenthe;675
109;Coevorden;50PLUS;203
109;Coevorden;Partij voor de Dieren;691
109;Coevorden;JEZUS LEEFT;19
109;Coevorden;JA21;467
109;Coevorden;BBB;7933
109;Coevorden;Alliantie;42
109;Coevorden;Volt;343
109;Coevorden;Staatkundig Gereformeerde Partij (SGP);149
109;Coevorden;Belang van Nederland (BVNL);217
114;Emmen;Partij van de Arbeid (P.v.d.A.);5348
114;Emmen;Forum voor Democratie;1905
114;Emmen;VVD;3109
114;Emmen;CDA;3715
114;Emmen;GROENLINKS;1771
114;Emmen;PVV (Partij voor de Vrijheid);4680
114;Emmen;ChristenUnie;1459
114;Emmen;SP (Socialistische Partij);2822
114;Emmen;D66;1239
114;Emmen;Sterk Lokaal Drenthe;1385
114;Emmen;50PLUS;974
114;Emmen;Partij voor de Dieren;1576
114;Emmen;JEZUS LEEFT;73
114;Emmen;JA21;1450
114;Emmen;BBB;17637
114;Emmen;Alliantie;148
114;Emmen;Volt;774
114;Emmen;Staatkundig Gereformeerde Partij (SGP);336
114;Emmen;Belang van Nederland (BVNL);788
118;Hoogeveen;Partij van de Arbeid (P.v.d.A.);1847
118;Hoogeveen;Forum voor Democratie;1300
118;Hoogeveen;VVD;1672
118;Hoogeveen;CDA;2397
118;Hoogeveen;GROENLINKS;858
118;Hoogeveen;PVV (Partij voor de Vrijheid);1901
118;Hoogeveen;ChristenUnie;1923
118;Hoogeveen;SP (Socialistische Partij);1232
118;Hoogeveen;D66;603
118;Hoogeveen;Sterk Lokaal Drenthe;583
118;Hoogeveen;50PLUS;278
118;Hoogeveen;Partij voor de Dieren;714
118;Hoogeveen;JEZUS LEEFT;53
118;Hoogeveen;JA21;737
118;Hoogeveen;BBB;9865
118;Hoogeveen;Alliantie;57
118;Hoogeveen;Volt;571
118;Hoogeveen;Staatkundig Gereformeerde Partij (SGP);752
118;Hoogeveen;Belang van Nederland (BVNL);489
119;Meppel;Partij van de Arbeid (P.v.d.A.);1397
119;Meppel;Forum voor Democratie;527
119;Meppel;VVD;1705
119;Meppel;CDA;868
119;Meppel;GROENLINKS;1217
119;Meppel;PVV (Partij voor de Vrijheid);722
119;Meppel;ChristenUnie;1264
119;Meppel;SP (Socialistische Partij);1067
119;Meppel;D66;812
119;Meppel;Sterk Lokaal Drenthe;433
119;Meppel;50PLUS;174
119;Meppel;Partij voor de Dieren;839
119;Meppel;JEZUS LEEFT;12
119;Meppel;JA21;520
119;Meppel;BBB;5010
119;Meppel;Alliantie;58
119;Meppel;Volt;978
119;Meppel;Staatkundig Gereformeerde Partij (SGP);192
119;Meppel;Belang van Nederland (BVNL);205
141;Almelo;CDA;2036
141;Almelo;Forum voor Democratie;1180
141;Almelo;VVD;2877
141;Almelo;GROENLINKS;1875
141;Almelo;Partij van de Arbeid (P.v.d.A.);2335
141;Almelo;ChristenUnie;1212
141;Almelo;PVV (Partij voor de Vrijheid);2448
141;Almelo;SP (Socialistische Partij);1249
141;Almelo;D66;1026
141;Almelo;Staatkundig Gereformeerde Partij (SGP);194
141;Almelo;50PLUS;409
141;Almelo;Partij voor de Dieren;832
141;Almelo;BBB;7853
141;Almelo;JA21;1207
141;Almelo;Samen Lokaal Twente;960
141;Almelo;Belang van Nederland (BVNL);242
141;Almelo;Volt;711
141;Almelo;Alliantie;201
141;Almelo;JEZUS LEEFT;32
147;Borne;CDA;1291
147;Borne;Forum voor Democratie;267
147;Borne;VVD;1397
147;Borne;GROENLINKS;1003
147;Borne;Partij van de Arbeid (P.v.d.A.);985
147;Borne;ChristenUnie;282
147;Borne;PVV (Partij voor de Vrijheid);597
147;Borne;SP (Socialistische Partij);402
147;Borne;D66;543
147;Borne;Staatkundig Gereformeerde Partij (SGP);26
147;Borne;50PLUS;231
147;Borne;Partij voor de Dieren;341
147;Borne;BBB;3859
147;Borne;JA21;556
147;Borne;Samen Lokaal Twente;376
147;Borne;Belang van Nederland (BVNL);111
147;Borne;Volt;309
147;Borne;Alliantie;105
147;Borne;JEZUS LEEFT;6
148;Dalfsen;CDA;1798
148;Dalfsen;Forum voor Democratie;303
148;Dalfsen;VVD;1220
148;Dalfsen;GROENLINKS;816
148;Dalfsen;Partij van de Arbeid (P.v.d.A.);842
148;Dalfsen;ChristenUnie;1390
148;Dalfsen;PVV (Partij voor de Vrijheid);516
148;Dalfsen;SP (Socialistische Partij);272
148;Dalfsen;D66;548
148;Dalfsen;Staatkundig Gereformeerde Partij (SGP);432
148;Dalfsen;50PLUS;165
148;Dalfsen;Partij voor de Dieren;429
148;Dalfsen;BBB;7682
148;Dalfsen;JA21;520
148;Dalfsen;Samen Lokaal Twente;51
148;Dalfsen;Belang van Nederland (BVNL);140
148;Dalfsen;Volt;315
148;Dalfsen;Alliantie;73
148;Dalfsen;JEZUS LEEFT;22
150;Deventer;CDA;2292
150;Deventer;Forum voor Democratie;1069
150;Deventer;VVD;3998
150;Deventer;GROENLINKS;6398
150;Deventer;Partij van de Arbeid (P.v.d.A.);4775
150;Deventer;ChristenUnie;1584
150;Deventer;PVV (Partij voor de Vrijheid);1606
150;Deventer;SP (Socialistische Partij);1955
150;Deventer;D66;2928
150;Deventer;Staatkundig Gereformeerde Partij (SGP);180
150;Deventer;50PLUS;681
150;Deventer;Partij voor de Dieren;3264
150;Deventer;BBB;12985
150;Deventer;JA21;1256
150;Deventer;Samen Lokaal Twente;217
150;Deventer;Belang van Nederland (BVNL);282
150;Deventer;Volt;2349
150;Deventer;Alliantie;172
150;Deventer;JEZUS LEEFT;23
153;Enschede;CDA;3211
153;Enschede;Forum voor Democratie;2463
153;Enschede;VVD;5199
153;Enschede;GROENLINKS;6423
153;Enschede;Partij van de Arbeid (P.v.d.A.);6153
153;Enschede;ChristenUnie;2517
153;Enschede;PVV (Partij voor de Vrijheid);4344
153;Enschede;SP (Socialistische Partij);2594
153;Enschede;D66;2881
153;Enschede;Staatkundig Gereformeerde Partij (SGP);349
153;Enschede;50PLUS;807
153;Enschede;Partij voor de Dieren;2953
153;Enschede;BBB;13056
153;Enschede;JA21;2202
153;Enschede;Samen Lokaal Twente;2207
153;Enschede;Belang van Nederland (BVNL);584
153;Enschede;Volt;4061
153;Enschede;Alliantie;856
153;Enschede;JEZUS LEEFT;70
158;Haaksbergen;CDA;1287
158;Haaksbergen;Forum voor Democratie;292
158;Haaksbergen;VVD;1171
158;Haaksbergen;GROENLINKS;620
158;Haaksbergen;Partij van de Arbeid (P.v.d.A.);846
158;Haaksbergen;ChristenUnie;253
158;Haaksbergen;PVV (Partij voor de Vrijheid);608
158;Haaksbergen;SP (Socialistische Partij);348
158;Haaksbergen;D66;434
158;Haaksbergen;Staatkundig Gereformeerde Partij (SGP);23
158;Haaksbergen;50PLUS;207
158;Haaksbergen;Partij voor de Dieren;314
158;Haaksbergen;BBB;5565
158;Haaksbergen;JA21;505
158;Haaksbergen;Samen Lokaal Twente;258
158;Haaksbergen;Belang van Nederland (BVNL);107
158;Haaksbergen;Volt;303
158;Haaksbergen;Alliantie;90
158;Haaksbergen;JEZUS LEEFT;7
160;Hardenberg;CDA;3984
160;Hardenberg;Forum voor Democratie;920
160;Hardenberg;VVD;1827
160;Hardenberg;GROENLINKS;1176
160;Hardenberg;Partij van de Arbeid (P.v.d.A.);1357
160;Hardenberg;ChristenUnie;3374
160;Hardenberg;PVV (Partij voor de Vrijheid);1624
160;Hardenberg;SP (Socialistische Partij);645
160;Hardenberg;D66;560
160;Hardenberg;Staatkundig Gereformeerde Partij (SGP);749
160;Hardenberg;50PLUS;466
160;Hardenberg;Partij voor de Dieren;706
160;Hardenberg;BBB;14850
160;Hardenberg;JA21;1101
160;Hardenberg;Samen Lokaal Twente;174
160;Hardenberg;Belang van Nederland (BVNL);283
160;Hardenberg;Volt;459
160;Hardenberg;Alliantie;133
160;Hardenberg;JEZUS LEEFT;47
163;Hellendoorn;CDA;2651
163;Hellendoorn;Forum voor Democratie;450
163;Hellendoorn;VVD;1519
163;Hellendoorn;GROENLINKS;1179
163;Hellendoorn;Partij van de Arbeid (P.v.d.A.);966
163;Hellendoorn;ChristenUnie;998
163;Hellendoorn;PVV (Partij voor de Vrijheid);849
163;Hellendoorn;SP (Socialistische Partij);465
163;Hellendoorn;D66;508
163;Hellendoorn;Staatkundig Gereformeerde Partij (SGP);180
163;Hellendoorn;50PLUS;232
163;Hellendoorn;Partij voor de Dieren;433
163;Hellendoorn;BBB;7358
163;Hellendoorn;JA21;694
163;Hellendoorn;Samen Lokaal Twente;565
163;Hellendoorn;Belang van Nederland (BVNL);164
163;Hellendoorn;Volt;393
163;Hellendoorn;Alliantie;132
163;Hellendoorn;JEZUS LEEFT;22
164;Hengelo (O);CDA;2518
164;Hengelo (O);Forum voor Democratie;1300
164;Hengelo (O);VVD;3333
164;Hengelo (O);GROENLINKS;3634
164;Hengelo (O);Partij van de Arbeid (P.v.d.A.);3531
164;Hengelo (O);ChristenUnie;1036
164;Hengelo (O);PVV (Partij voor de Vrijheid);2271
164;Hengelo (O);SP (Socialistische Partij);2150
164;Hengelo (O);D66;1683
164;Hengelo (O);Staatkundig Gereformeerde Partij (SGP);137
164;Hengelo (O);50PLUS;575
164;Hengelo (O);Partij voor de Dieren;1626
164;Hengelo (O);BBB;8230
164;Hengelo (O);JA21;1484
164;Hengelo (O);Samen Lokaal Twente;1092
164;Hengelo (O);Belang van Nederland (BVNL);361
164;Hengelo (O);Volt;1407
164;Hengelo (O);Alliantie;612
164;Hengelo (O);JEZUS LEEFT;69
166;Kampen;CDA;2286
166;Kampen;Forum voor Democratie;906
166;Kampen;VVD;1718
166;Kampen;GROENLINKS;1882
166;Kampen;Partij van de Arbeid (P.v.d.A.);1277
166;Kampen;ChristenUnie;4091
166;Kampen;PVV (Partij voor de Vrijheid);1923
166;Kampen;SP (Socialistische Partij);720
166;Kampen;D66;626
166;Kampen;Staatkundig Gereformeerde Partij (SGP);3438
166;Kampen;50PLUS;292
166;Kampen;Partij voor de Dieren;754
166;Kampen;BBB;7148
166;Kampen;JA21;1120
166;Kampen;Samen Lokaal Twente;35
166;Kampen;Belang van Nederland (BVNL);208
166;Kampen;Volt;484
166;Kampen;Alliantie;207
166;Kampen;JEZUS LEEFT;51
168;Losser;CDA;1236
168;Losser;Forum voor Democratie;322
168;Losser;VVD;966
168;Losser;GROENLINKS;557
168;Losser;Partij van de Arbeid (P.v.d.A.);571
168;Losser;ChristenUnie;138
168;Losser;PVV (Partij voor de Vrijheid);779
168;Losser;SP (Socialistische Partij);266
168;Losser;D66;350
168;Losser;Staatkundig Gereformeerde Partij (SGP);17
168;Losser;50PLUS;153
168;Losser;Partij voor de Dieren;270
168;Losser;BBB;4857
168;Losser;JA21;467
168;Losser;Samen Lokaal Twente;571
168;Losser;Belang van Nederland (BVNL);95
168;Losser;Volt;204
168;Losser;Alliantie;116
168;Losser;JEZUS LEEFT;5
171;Noordoostpolder;Forum voor Democratie;797
171;Noordoostpolder;VVD;1669
171;Noordoostpolder;PVV (Partij voor de Vrijheid);1142
171;Noordoostpolder;GROENLINKS;870
171;Noordoostpolder;CDA;2331
171;Noordoostpolder;Partij van de Arbeid (P.v.d.A.);1077
171;Noordoostpolder;ChristenUnie;1934
171;Noordoostpolder;SP (Socialistische Partij);676
171;Noordoostpolder;50PLUS;263
171;Noordoostpolder;D66;754
171;Noordoostpolder;Partij voor de Dieren;558
171;Noordoostpolder;Staatkundig Gereformeerde Partij (SGP);1130
171;Noordoostpolder;Krachtig Flevoland;381
171;Noordoostpolder;SterkLokaalFlevoland;429
171;Noordoostpolder;JA21;748
171;Noordoostpolder;Belang van Nederland (BVNL);180
171;Noordoostpolder;BBB;7954
173;Oldenzaal;CDA;1723
173;Oldenzaal;Forum voor Democratie;530
173;Oldenzaal;VVD;1898
173;Oldenzaal;GROENLINKS;1188
173;Oldenzaal;Partij van de Arbeid (P.v.d.A.);1206
173;Oldenzaal;ChristenUnie;202
173;Oldenzaal;PVV (Partij voor de Vrijheid);883
173;Oldenzaal;SP (Socialistische Partij);448
173;Oldenzaal;D66;683
173;Oldenzaal;Staatkundig Gereformeerde Partij (SGP);28
173;Oldenzaal;50PLUS;320
173;Oldenzaal;Partij voor de Dieren;454
173;Oldenzaal;BBB;4415
173;Oldenzaal;JA21;732
173;Oldenzaal;Samen Lokaal Twente;496
173;Oldenzaal;Belang van Nederland (BVNL);127
173;Oldenzaal;Volt;442
173;Oldenzaal;Alliantie;222
173;Oldenzaal;JEZUS LEEFT;5
175;Ommen;CDA;1226
175;Ommen;Forum voor Democratie;239
175;Ommen;VVD;702
175;Ommen;GROENLINKS;472
175;Ommen;Partij van de Arbeid (P.v.d.A.);457
175;Ommen;ChristenUnie;1003
175;Ommen;PVV (Partij voor de Vrijheid);373
175;Ommen;SP (Socialistische Partij);181
175;Ommen;D66;329
175;Ommen;Staatkundig Gereformeerde Partij (SGP);222
175;Ommen;50PLUS;90
175;Ommen;Partij voor de Dieren;302
175;Ommen;BBB;4623
175;Ommen;JA21;332
175;Ommen;Samen Lokaal Twente;37
175;Ommen;Belang van Nederland (BVNL);81
175;Ommen;Volt;166
175;Ommen;Alliantie;28
175;Ommen;JEZUS LEEFT;18
177;Raalte;CDA;2433
177;Raalte;Forum voor Democratie;326
177;Raalte;VVD;2239
177;Raalte;GROENLINKS;1242
177;Raalte;Partij van de Arbeid (P.v.d.A.);1135
177;Raalte;ChristenUnie;458
177;Raalte;PVV (Partij voor de Vrijheid);592
177;Raalte;SP (Socialistische Partij);475
177;Raalte;D66;737
177;Raalte;Staatkundig Gereformeerde Partij (SGP);70
177;Raalte;50PLUS;252
177;Raalte;Partij voor de Dieren;543
177;Raalte;BBB;9918
177;Raalte;JA21;732
177;Raalte;Samen Lokaal Twente;93
177;Raalte;Belang van Nederland (BVNL);141
177;Raalte;Volt;371
177;Raalte;Alliantie;110
177;Raalte;JEZUS LEEFT;14
180;Staphorst;CDA;615
180;Staphorst;Forum voor Democratie;468
180;Staphorst;VVD;314
180;Staphorst;GROENLINKS;140
180;Staphorst;Partij van de Arbeid (P.v.d.A.);203
180;Staphorst;ChristenUnie;1026
180;Staphorst;PVV (Partij voor de Vrijheid);432
180;Staphorst;SP (Socialistische Partij);71
180;Staphorst;D66;81
180;Staphorst;Staatkundig Gereformeerde Partij (SGP);3444
180;Staphorst;50PLUS;47
180;Staphorst;Partij voor de Dieren;120
180;Staphorst;BBB;2885
180;Staphorst;JA21;488
