GemeenteCode;GemeenteNaam;PartijNaam;AantalStemmen
252;Heumen;Lijst Henk Krol;7
252;Heumen;NIDA;7
252;Heumen;NLBeter;9
252;Heumen;OPRECHT;3
252;Heumen;PVV (Partij voor de Vrijheid);920
252;Heumen;Partij van de Arbeid (P.v.d.A.);743
252;Heumen;Partij voor de Dieren;440
252;Heumen;Piratenpartij;18
252;Heumen;SP (Socialistische Partij);738
252;Heumen;Splinter;38
252;Heumen;Staatkundig Gereformeerde Partij (SGP);8
252;Heumen;Trots op Nederland (TROTS);17
252;Heumen;VVD;2900
252;Heumen;Volt;270
262;Lochem;50PLUS;177
262;Lochem;BBB;1414
262;Lochem;BIJ1;42
262;Lochem;Blanco (lijst 30);25
262;Lochem;CDA;2748
262;Lochem;CODE ORANJE;65
262;Lochem;ChristenUnie;470
262;Lochem;D66;4107
262;Lochem;DENK;129
262;Lochem;Forum voor Democratie;860
262;Lochem;GROENLINKS;1109
262;Lochem;JA21;464
262;Lochem;JEZUS LEEFT;2
262;Lochem;JONG;33
262;Lochem;LP (Libertaire Partij);8
262;Lochem;Lijst Henk Krol;19
262;Lochem;NIDA;34
262;Lochem;NLBeter;17
262;Lochem;OPRECHT;5
262;Lochem;PVV (Partij voor de Vrijheid);1282
262;Lochem;Partij van de Arbeid (P.v.d.A.);1678
262;Lochem;Partij voor de Dieren;923
262;Lochem;Piratenpartij;36
262;Lochem;SP (Socialistische Partij);1177
262;Lochem;Splinter;61
262;Lochem;Staatkundig Gereformeerde Partij (SGP);44
262;Lochem;Trots op Nederland (TROTS);28
262;Lochem;U-Buntu Connected Front;2
262;Lochem;VVD;5966
262;Lochem;Volt;555
263;Maasdriel;50PLUS;181
263;Maasdriel;BBB;130
263;Maasdriel;BIJ1;11
263;Maasdriel;Blanco (lijst 30);14
263;Maasdriel;CDA;1720
263;Maasdriel;CODE ORANJE;55
263;Maasdriel;ChristenUnie;208
263;Maasdriel;D66;1667
263;Maasdriel;DE FEESTPARTIJ (DFP);13
263;Maasdriel;DENK;51
263;Maasdriel;Forum voor Democratie;845
263;Maasdriel;GROENLINKS;337
263;Maasdriel;JA21;464
263;Maasdriel;JEZUS LEEFT;3
263;Maasdriel;JONG;26
263;Maasdriel;LP (Libertaire Partij);3
263;Maasdriel;Lijst Henk Krol;11
263;Maasdriel;NIDA;6
263;Maasdriel;NLBeter;8
263;Maasdriel;OPRECHT;1
263;Maasdriel;PVV (Partij voor de Vrijheid);2755
263;Maasdriel;Partij van de Arbeid (P.v.d.A.);526
263;Maasdriel;Partij voor de Dieren;342
263;Maasdriel;Piratenpartij;24
263;Maasdriel;SP (Socialistische Partij);931
263;Maasdriel;Splinter;26
263;Maasdriel;Staatkundig Gereformeerde Partij (SGP);286
263;Maasdriel;Trots op Nederland (TROTS);29
263;Maasdriel;VVD;4664
263;Maasdriel;Volt;214
267;Nijkerk;50PLUS;185
267;Nijkerk;BBB;331
267;Nijkerk;BIJ1;53
267;Nijkerk;Blanco (lijst 30);79
267;Nijkerk;CDA;3700
267;Nijkerk;CODE ORANJE;73
267;Nijkerk;ChristenUnie;2990
267;Nijkerk;D66;2751
267;Nijkerk;DENK;283
267;Nijkerk;Forum voor Democratie;1424
267;Nijkerk;GROENLINKS;714
267;Nijkerk;JA21;684
267;Nijkerk;JEZUS LEEFT;23
267;Nijkerk;JONG;32
267;Nijkerk;LP (Libertaire Partij);12
267;Nijkerk;Lijst Henk Krol;15
267;Nijkerk;NIDA;94
267;Nijkerk;NLBeter;7
267;Nijkerk;OPRECHT;10
267;Nijkerk;PVV (Partij voor de Vrijheid);2895
267;Nijkerk;Partij van de Arbeid (P.v.d.A.);929
267;Nijkerk;Partij voor de Dieren;576
267;Nijkerk;Piratenpartij;45
267;Nijkerk;SP (Socialistische Partij);882
267;Nijkerk;Splinter;45
267;Nijkerk;Staatkundig Gereformeerde Partij (SGP);1735
267;Nijkerk;Trots op Nederland (TROTS);52
267;Nijkerk;U-Buntu Connected Front;0
267;Nijkerk;VVD;6648
267;Nijkerk;Volt;309
268;Nijmegen;50PLUS;773
268;Nijmegen;BBB;159
268;Nijmegen;BIJ1;1497
268;Nijmegen;Blanco (lijst 30);177
268;Nijmegen;CDA;5342
268;Nijmegen;CODE ORANJE;243
268;Nijmegen;ChristenUnie;1352
268;Nijmegen;D66;25762
268;Nijmegen;DE FEESTPARTIJ (DFP);51
268;Nijmegen;DENK;1962
268;Nijmegen;Forum voor Democratie;3576
268;Nijmegen;GROENLINKS;14744
268;Nijmegen;JA21;1385
268;Nijmegen;JEZUS LEEFT;24
268;Nijmegen;JONG;182
268;Nijmegen;LP (Libertaire Partij);74
268;Nijmegen;Lijst Henk Krol;51
268;Nijmegen;NIDA;383
268;Nijmegen;NLBeter;95
268;Nijmegen;OPRECHT;32
268;Nijmegen;PVV (Partij voor de Vrijheid);8503
268;Nijmegen;Partij van de Arbeid (P.v.d.A.);7310
268;Nijmegen;Partij voor de Dieren;6752
268;Nijmegen;Piratenpartij;347
268;Nijmegen;SP (Socialistische Partij);7684
268;Nijmegen;Splinter;376
268;Nijmegen;Staatkundig Gereformeerde Partij (SGP);167
268;Nijmegen;Trots op Nederland (TROTS);108
268;Nijmegen;VVD;15731
268;Nijmegen;Volt;5629
269;Oldebroek;50PLUS;83
269;Oldebroek;BBB;198
269;Oldebroek;BIJ1;19
269;Oldebroek;Blanco (lijst 30);4
269;Oldebroek;CDA;2121
269;Oldebroek;CODE ORANJE;30
269;Oldebroek;ChristenUnie;2914
269;Oldebroek;D66;774
269;Oldebroek;DENK;14
269;Oldebroek;Forum voor Democratie;691
269;Oldebroek;GROENLINKS;275
269;Oldebroek;JA21;262
269;Oldebroek;JEZUS LEEFT;32
269;Oldebroek;JONG;15
269;Oldebroek;LP (Libertaire Partij);3
269;Oldebroek;Lijst Henk Krol;5
269;Oldebroek;NIDA;1
269;Oldebroek;NLBeter;5
269;Oldebroek;OPRECHT;2
269;Oldebroek;PVV (Partij voor de Vrijheid);1684
269;Oldebroek;Partij van de Arbeid (P.v.d.A.);466
269;Oldebroek;Partij voor de Dieren;232
269;Oldebroek;Piratenpartij;10
269;Oldebroek;SP (Socialistische Partij);487
269;Oldebroek;Splinter;20
269;Oldebroek;Staatkundig Gereformeerde Partij (SGP);2183
269;Oldebroek;Trots op Nederland (TROTS);18
269;Oldebroek;U-Buntu Connected Front;0
269;Oldebroek;VVD;2153
269;Oldebroek;Volt;107
273;Putten;50PLUS;103
273;Putten;BBB;254
273;Putten;BIJ1;17
273;Putten;Blanco (lijst 30);9
273;Putten;CDA;2494
273;Putten;CODE ORANJE;28
273;Putten;ChristenUnie;2147
273;Putten;D66;1100
273;Putten;DENK;30
273;Putten;Forum voor Democratie;834
273;Putten;GROENLINKS;264
273;Putten;JA21;364
273;Putten;JEZUS LEEFT;11
273;Putten;JONG;24
273;Putten;LP (Libertaire Partij);6
273;Putten;Lijst Henk Krol;10
273;Putten;NIDA;2
273;Putten;NLBeter;3
273;Putten;OPRECHT;7
273;Putten;PVV (Partij voor de Vrijheid);1587
273;Putten;Partij van de Arbeid (P.v.d.A.);330
273;Putten;Partij voor de Dieren;306
273;Putten;Piratenpartij;11
273;Putten;SP (Socialistische Partij);342
273;Putten;Splinter;21
273;Putten;Staatkundig Gereformeerde Partij (SGP);1893
273;Putten;Trots op Nederland (TROTS);31
273;Putten;U-Buntu Connected Front;0
273;Putten;VVD;3637
273;Putten;Volt;125
274;Renkum;50PLUS;160
274;Renkum;BBB;80
274;Renkum;BIJ1;76
274;Renkum;Blanco (lijst 30);33
274;Renkum;CDA;1859
274;Renkum;CODE ORANJE;56
274;Renkum;ChristenUnie;664
274;Renkum;D66;4213
274;Renkum;DENK;96
274;Renkum;Forum voor Democratie;675
274;Renkum;GROENLINKS;1580
274;Renkum;JA21;406
274;Renkum;JEZUS LEEFT;10
274;Renkum;JONG;20
274;Renkum;LP (Libertaire Partij);15
274;Renkum;Lijst Henk Krol;11
274;Renkum;NIDA;7
274;Renkum;NLBeter;15
274;Renkum;OPRECHT;9
274;Renkum;PVV (Partij voor de Vrijheid);1565
274;Renkum;Partij van de Arbeid (P.v.d.A.);1508
274;Renkum;Partij voor de Dieren;1320
274;Renkum;Piratenpartij;38
274;Renkum;SP (Socialistische Partij);1055
274;Renkum;Splinter;66
274;Renkum;Staatkundig Gereformeerde Partij (SGP);106
274;Renkum;Trots op Nederland (TROTS);15
274;Renkum;U-Buntu Connected Front;1
274;Renkum;VVD;4717
274;Renkum;Volt;682
275;Rheden;50PLUS;253
275;Rheden;BBB;115
275;Rheden;BIJ1;86
275;Rheden;Blanco (lijst 30);41
275;Rheden;CDA;2352
275;Rheden;CODE ORANJE;76
275;Rheden;ChristenUnie;787
275;Rheden;D66;4703
275;Rheden;DENK;324
275;Rheden;Forum voor Democratie;1129
275;Rheden;GROENLINKS;1746
275;Rheden;JA21;542
275;Rheden;JEZUS LEEFT;9
275;Rheden;JONG;35
275;Rheden;LP (Libertaire Partij);12
275;Rheden;Lijst Henk Krol;17
275;Rheden;NIDA;18
275;Rheden;NLBeter;25
275;Rheden;OPRECHT;14
275;Rheden;PVV (Partij voor de Vrijheid);2915
275;Rheden;Partij van de Arbeid (P.v.d.A.);2084
275;Rheden;Partij voor de Dieren;1413
275;Rheden;Piratenpartij;68
275;Rheden;SP (Socialistische Partij);2133
275;Rheden;Splinter;89
275;Rheden;Staatkundig Gereformeerde Partij (SGP);107
275;Rheden;Trots op Nederland (TROTS);37
275;Rheden;U-Buntu Connected Front;1
275;Rheden;VVD;5817
275;Rheden;Volt;674
277;Rozendaal;50PLUS;6
277;Rozendaal;BBB;1
277;Rozendaal;BIJ1;3
277;Rozendaal;Blanco (lijst 30);1
277;Rozendaal;CDA;108
277;Rozendaal;CODE ORANJE;3
277;Rozendaal;ChristenUnie;31
277;Rozendaal;D66;285
277;Rozendaal;DENK;0
277;Rozendaal;Forum voor Democratie;25
277;Rozendaal;GROENLINKS;66
277;Rozendaal;JA21;24
277;Rozendaal;JEZUS LEEFT;0
277;Rozendaal;JONG;2
277;Rozendaal;LP (Libertaire Partij);0
277;Rozendaal;Lijst Henk Krol;1
277;Rozendaal;NIDA;0
277;Rozendaal;NLBeter;0
277;Rozendaal;OPRECHT;0
277;Rozendaal;PVV (Partij voor de Vrijheid);51
277;Rozendaal;Partij van de Arbeid (P.v.d.A.);60
277;Rozendaal;Partij voor de Dieren;47
277;Rozendaal;Piratenpartij;1
277;Rozendaal;SP (Socialistische Partij);22
277;Rozendaal;Splinter;0
277;Rozendaal;Staatkundig Gereformeerde Partij (SGP);4
277;Rozendaal;Trots op Nederland (TROTS);1
277;Rozendaal;U-Buntu Connected Front;0
277;Rozendaal;VVD;455
277;Rozendaal;Volt;47
279;Scherpenzeel;50PLUS;47
279;Scherpenzeel;BBB;75
279;Scherpenzeel;BIJ1;3
279;Scherpenzeel;Blanco (lijst 30);20
279;Scherpenzeel;CDA;851
279;Scherpenzeel;CODE ORANJE;17
279;Scherpenzeel;ChristenUnie;551
279;Scherpenzeel;D66;457
279;Scherpenzeel;DENK;8
279;Scherpenzeel;Forum voor Democratie;327
279;Scherpenzeel;GROENLINKS;91
279;Scherpenzeel;JA21;179
279;Scherpenzeel;JEZUS LEEFT;3
279;Scherpenzeel;JONG;8
279;Scherpenzeel;LP (Libertaire Partij);0
279;Scherpenzeel;Lijst Henk Krol;3
279;Scherpenzeel;NIDA;1
279;Scherpenzeel;NLBeter;2
279;Scherpenzeel;OPRECHT;2
279;Scherpenzeel;PVV (Partij voor de Vrijheid);667
279;Scherpenzeel;Partij van de Arbeid (P.v.d.A.);176
279;Scherpenzeel;Partij voor de Dieren;91
279;Scherpenzeel;Piratenpartij;14
279;Scherpenzeel;SP (Socialistische Partij);185
279;Scherpenzeel;Splinter;11
279;Scherpenzeel;Staatkundig Gereformeerde Partij (SGP);1338
279;Scherpenzeel;Trots op Nederland (TROTS);12
279;Scherpenzeel;U-Buntu Connected Front;0
279;Scherpenzeel;VVD;1486
279;Scherpenzeel;Volt;48
281;Tiel;50PLUS;315
281;Tiel;BBB;82
281;Tiel;BIJ1;77
281;Tiel;Blanco (lijst 30);26
281;Tiel;CDA;1653
281;Tiel;CODE ORANJE;149
281;Tiel;ChristenUnie;500
281;Tiel;D66;2806
281;Tiel;DE FEESTPARTIJ (DFP);26
281;Tiel;DENK;1057
281;Tiel;Forum voor Democratie;1365
281;Tiel;GROENLINKS;906
281;Tiel;JA21;611
281;Tiel;JEZUS LEEFT;17
281;Tiel;JONG;35
281;Tiel;LP (Libertaire Partij);12
281;Tiel;Lijst Henk Krol;23
281;Tiel;NIDA;117
281;Tiel;NLBeter;26
281;Tiel;OPRECHT;31
281;Tiel;PVV (Partij voor de Vrijheid);3283
281;Tiel;Partij van de Arbeid (P.v.d.A.);1442
281;Tiel;Partij voor de Dieren;771
281;Tiel;Piratenpartij;30
281;Tiel;SP (Socialistische Partij);1478
281;Tiel;Splinter;71
281;Tiel;Staatkundig Gereformeerde Partij (SGP);185
281;Tiel;Trots op Nederland (TROTS);62
281;Tiel;VVD;5684
281;Tiel;Volt;368
285;Voorst;50PLUS;180
285;Voorst;BBB;811
285;Voorst;BIJ1;20
285;Voorst;Blanco (lijst 30);15
285;Voorst;CDA;2188
285;Voorst;CODE ORANJE;60
285;Voorst;ChristenUnie;437
285;Voorst;D66;2336
285;Voorst;DENK;63
285;Voorst;Forum voor Democratie;524
285;Voorst;GROENLINKS;619
285;Voorst;JA21;348
285;Voorst;JEZUS LEEFT;11
285;Voorst;JONG;28
285;Voorst;LP (Libertaire Partij);3
285;Voorst;Lijst Henk Krol;8
285;Voorst;NIDA;1
285;Voorst;NLBeter;4
285;Voorst;OPRECHT;12
285;Voorst;PVV (Partij voor de Vrijheid);1344
285;Voorst;Partij van de Arbeid (P.v.d.A.);859
285;Voorst;Partij voor de Dieren;443
285;Voorst;Piratenpartij;21
285;Voorst;SP (Socialistische Partij);824
285;Voorst;Splinter;36
285;Voorst;Staatkundig Gereformeerde Partij (SGP);299
285;Voorst;Trots op Nederland (TROTS);19
285;Voorst;U-Buntu Connected Front;0
285;Voorst;VVD;4598
285;Voorst;Volt;278
289;Wageningen;50PLUS;124
289;Wageningen;BBB;82
289;Wageningen;BIJ1;303
289;Wageningen;Blanco (lijst 30);40
289;Wageningen;CDA;1443
289;Wageningen;CODE ORANJE;46
289;Wageningen;ChristenUnie;1016
289;Wageningen;D66;5522
289;Wageningen;DENK;158
289;Wageningen;Forum voor Democratie;622
289;Wageningen;GROENLINKS;3484
289;Wageningen;JA21;331
289;Wageningen;JEZUS LEEFT;6
289;Wageningen;JONG;32
289;Wageningen;LP (Libertaire Partij);18
289;Wageningen;Lijst Henk Krol;4
289;Wageningen;NIDA;43
289;Wageningen;NLBeter;18
289;Wageningen;OPRECHT;4
289;Wageningen;PVV (Partij voor de Vrijheid);1247
289;Wageningen;Partij van de Arbeid (P.v.d.A.);1797
289;Wageningen;Partij voor de Dieren;1457
289;Wageningen;Piratenpartij;75
289;Wageningen;SP (Socialistische Partij);1173
289;Wageningen;Splinter;59
289;Wageningen;Staatkundig Gereformeerde Partij (SGP);192
289;Wageningen;Trots op Nederland (TROTS);20
289;Wageningen;U-Buntu Connected Front;7
289;Wageningen;VVD;3155
289;Wageningen;Volt;1951
293;Westervoort;50PLUS;73
293;Westervoort;BBB;37
293;Westervoort;BIJ1;24
293;Westervoort;Blanco (lijst 30);15
293;Westervoort;CDA;871
293;Westervoort;CODE ORANJE;52
293;Westervoort;ChristenUnie;185
293;Westervoort;D66;1353
293;Westervoort;DENK;73
293;Westervoort;Forum voor Democratie;445
293;Westervoort;GROENLINKS;430
293;Westervoort;JA21;218
293;Westervoort;JEZUS LEEFT;8
293;Westervoort;JONG;12
293;Westervoort;LP (Libertaire Partij);12
293;Westervoort;Lijst Henk Krol;12
293;Westervoort;NIDA;13
293;Westervoort;NLBeter;11
293;Westervoort;OPRECHT;3
293;Westervoort;PVV (Partij voor de Vrijheid);1316
293;Westervoort;Partij van de Arbeid (P.v.d.A.);620
293;Westervoort;Partij voor de Dieren;357
293;Westervoort;Piratenpartij;13
293;Westervoort;SP (Socialistische Partij);794
293;Westervoort;Splinter;43
293;Westervoort;Staatkundig Gereformeerde Partij (SGP);23
293;Westervoort;Trots op Nederland (TROTS);18
293;Westervoort;U-Buntu Connected Front;2
293;Westervoort;VVD;2080
293;Westervoort;Volt;149
294;Winterswijk;50PLUS;152
294;Winterswijk;BBB;958
294;Winterswijk;BIJ1;24
294;Winterswijk;Blanco (lijst 30);19
294;Winterswijk;CDA;2318
294;Winterswijk;CODE ORANJE;65
294;Winterswijk;ChristenUnie;347
294;Winterswijk;D66;2808
294;Winterswijk;DENK;145
294;Winterswijk;Forum voor Democratie;867
294;Winterswijk;GROENLINKS;721
294;Winterswijk;JA21;401
294;Winterswijk;JEZUS LEEFT;8
294;Winterswijk;JONG;22
294;Winterswijk;LP (Libertaire Partij);10
294;Winterswijk;Lijst Henk Krol;16
294;Winterswijk;NIDA;9
294;Winterswijk;NLBeter;11
294;Winterswijk;OPRECHT;7
294;Winterswijk;PVV (Partij voor de Vrijheid);1600
294;Winterswijk;Partij van de Arbeid (P.v.d.A.);1431
294;Winterswijk;Partij voor de Dieren;427
294;Winterswijk;Piratenpartij;30
294;Winterswijk;SP (Socialistische Partij);1312
294;Winterswijk;Splinter;58
294;Winterswijk;Staatkundig Gereformeerde Partij (SGP);60
294;Winterswijk;Trots op Nederland (TROTS);43
294;Winterswijk;U-Buntu Connected Front;0
294;Winterswijk;VVD;4195
294;Winterswijk;Volt;242
296;Wijchen;50PLUS;325
296;Wijchen;BBB;193
296;Wijchen;BIJ1;63
296;Wijchen;Blanco (lijst 30);21
296;Wijchen;CDA;2849
296;Wijchen;CODE ORANJE;64
296;Wijchen;ChristenUnie;256
296;Wijchen;D66;4067
296;Wijchen;DE FEESTPARTIJ (DFP);21
296;Wijchen;DENK;149
296;Wijchen;Forum voor Democratie;1101
296;Wijchen;GROENLINKS;1043
296;Wijchen;JA21;732
296;Wijchen;JEZUS LEEFT;6
296;Wijchen;JONG;45
296;Wijchen;LP (Libertaire Partij);5
296;Wijchen;Lijst Henk Krol;26
296;Wijchen;NIDA;22
296;Wijchen;NLBeter;24
296;Wijchen;OPRECHT;6
296;Wijchen;PVV (Partij voor de Vrijheid);3164
296;Wijchen;Partij van de Arbeid (P.v.d.A.);1339
296;Wijchen;Partij voor de Dieren;791
296;Wijchen;Piratenpartij;39
296;Wijchen;SP (Socialistische Partij);2056
296;Wijchen;Splinter;73
296;Wijchen;Staatkundig Gereformeerde Partij (SGP);23
296;Wijchen;Trots op Nederland (TROTS);39
296;Wijchen;VVD;7542
296;Wijchen;Volt;484
297;Zaltbommel;50PLUS;129
297;Zaltbommel;BBB;81
297;Zaltbommel;BIJ1;32
297;Zaltbommel;Blanco (lijst 30);7
297;Zaltbommel;CDA;1716
297;Zaltbommel;CODE ORANJE;59
297;Zaltbommel;ChristenUnie;1182
297;Zaltbommel;D66;1963
297;Zaltbommel;DE FEESTPARTIJ (DFP);5
297;Zaltbommel;DENK;220
297;Zaltbommel;Forum voor Democratie;808
297;Zaltbommel;GROENLINKS;617
297;Zaltbommel;JA21;370
297;Zaltbommel;JEZUS LEEFT;10
297;Zaltbommel;JONG;25
297;Zaltbommel;LP (Libertaire Partij);4
297;Zaltbommel;Lijst Henk Krol;16
297;Zaltbommel;NIDA;21
297;Zaltbommel;NLBeter;10
297;Zaltbommel;OPRECHT;7
297;Zaltbommel;PVV (Partij voor de Vrijheid);1765
297;Zaltbommel;Partij van de Arbeid (P.v.d.A.);762
297;Zaltbommel;Partij voor de Dieren;459
297;Zaltbommel;Piratenpartij;14
297;Zaltbommel;SP (Socialistische Partij);815
297;Zaltbommel;Splinter;46
297;Zaltbommel;Staatkundig Gereformeerde Partij (SGP);2520
297;Zaltbommel;Trots op Nederland (TROTS);35
297;Zaltbommel;VVD;3755
297;Zaltbommel;Volt;310
299;Zevenaar;50PLUS;382
299;Zevenaar;BBB;281
299;Zevenaar;BIJ1;56
299;Zevenaar;Blanco (lijst 30);25
299;Zevenaar;CDA;3243
299;Zevenaar;CODE ORANJE;125
299;Zevenaar;ChristenUnie;297
299;Zevenaar;D66;3717
299;Zevenaar;DENK;180
299;Zevenaar;Forum voor Democratie;1373
299;Zevenaar;GROENLINKS;1061
299;Zevenaar;JA21;658
299;Zevenaar;JEZUS LEEFT;9
299;Zevenaar;JONG;50
299;Zevenaar;LP (Libertaire Partij);10
299;Zevenaar;Lijst Henk Krol;28
299;Zevenaar;NIDA;12
299;Zevenaar;NLBeter;26
299;Zevenaar;OPRECHT;25
299;Zevenaar;PVV (Partij voor de Vrijheid);3591
299;Zevenaar;Partij van de Arbeid (P.v.d.A.);1656
299;Zevenaar;Partij voor de Dieren;880
299;Zevenaar;Piratenpartij;54
299;Zevenaar;SP (Socialistische Partij);2079
299;Zevenaar;Splinter;72
299;Zevenaar;Staatkundig Gereformeerde Partij (SGP);29
299;Zevenaar;Trots op Nederland (TROTS);59
299;Zevenaar;U-Buntu Connected Front;1
299;Zevenaar;VVD;7490
299;Zevenaar;Volt;366
301;Zutphen;50PLUS;270
301;Zutphen;BBB;323
301;Zutphen;BIJ1;149
301;Zutphen;Blanco (lijst 30);95
301;Zutphen;CDA;2121
301;Zutphen;CODE ORANJE;101
301;Zutphen;ChristenUnie;889
301;Zutphen;D66;5354
301;Zutphen;DENK;517
301;Zutphen;Forum voor Democratie;1362
301;Zutphen;GROENLINKS;2402
301;Zutphen;JA21;515
301;Zutphen;JEZUS LEEFT;19
301;Zutphen;JONG;38
301;Zutphen;LP (Libertaire Partij);19
301;Zutphen;Lijst Henk Krol;25
301;Zutphen;NIDA;41
301;Zutphen;NLBeter;27
301;Zutphen;OPRECHT;12
301;Zutphen;PVV (Partij voor de Vrijheid);2530
301;Zutphen;Partij van de Arbeid (P.v.d.A.);2453
301;Zutphen;Partij voor de Dieren;2186
301;Zutphen;Piratenpartij;62
301;Zutphen;SP (Socialistische Partij);2382
301;Zutphen;Splinter;111
301;Zutphen;Staatkundig Gereformeerde Partij (SGP);119
301;Zutphen;Trots op Nederland (TROTS);53
301;Zutphen;U-Buntu Connected Front;3
301;Zutphen;VVD;5256
301;Zutphen;Volt;766
302;Nunspeet;50PLUS;102
302;Nunspeet;BBB;199
302;Nunspeet;BIJ1;29
302;Nunspeet;Blanco (lijst 30);13
302;Nunspeet;CDA;2252
302;Nunspeet;CODE ORANJE;25
302;Nunspeet;ChristenUnie;2491
302;Nunspeet;D66;1106
302;Nunspeet;DENK;49
302;Nunspeet;Forum voor Democratie;850
302;Nunspeet;GROENLINKS;309
302;Nunspeet;JA21;368
302;Nunspeet;JEZUS LEEFT;16
302;Nunspeet;JONG;18
302;Nunspeet;LP (Libertaire Partij);5
302;Nunspeet;Lijst Henk Krol;10
302;Nunspeet;NIDA;3
302;Nunspeet;NLBeter;8
302;Nunspeet;OPRECHT;3
302;Nunspeet;PVV (Partij voor de Vrijheid);1764
302;Nunspeet;Partij van de Arbeid (P.v.d.A.);394
302;Nunspeet;Partij voor de Dieren;330
302;Nunspeet;Piratenpartij;21
302;Nunspeet;SP (Socialistische Partij);460
302;Nunspeet;Splinter;29
302;Nunspeet;Staatkundig Gereformeerde Partij (SGP);4427
302;Nunspeet;Trots op Nederland (TROTS);15
302;Nunspeet;U-Buntu Connected Front;1
302;Nunspeet;VVD;3045
302;Nunspeet;Volt;131
303;Dronten;50PLUS;242
303;Dronten;BBB;548
303;Dronten;BIJ1;61
303;Dronten;CDA;3334
303;Dronten;CODE ORANJE;109
303;Dronten;ChristenUnie;1649
303;Dronten;D66;2865
303;Dronten;DENK;228
303;Dronten;Forum voor Democratie;1611
303;Dronten;GROENLINKS;877
303;Dronten;JA21;857
303;Dronten;JEZUS LEEFT;25
303;Dronten;JONG;32
303;Dronten;LP (Libertaire Partij);7
303;Dronten;Lijst Henk Krol;33
303;Dronten;NIDA;29
303;Dronten;NLBeter;21
303;Dronten;OPRECHT;22
303;Dronten;PVV (Partij voor de Vrijheid);2654
303;Dronten;Partij van de Arbeid (P.v.d.A.);981
303;Dronten;Partij van de Eenheid;4
303;Dronten;Partij voor de Dieren;710
303;Dronten;Piratenpartij;51
303;Dronten;SP (Socialistische Partij);1375
303;Dronten;Splinter;98
303;Dronten;Staatkundig Gereformeerde Partij (SGP);335
303;Dronten;U-Buntu Connected Front;1
303;Dronten;VVD;6225
303;Dronten;Volt;361
307;Amersfoort;50PLUS;763
307;Amersfoort;BBB;268
307;Amersfoort;BIJ1;732
307;Amersfoort;CDA;6830
307;Amersfoort;CODE ORANJE;256
307;Amersfoort;ChristenUnie;6127
307;Amersfoort;D66;19471
307;Amersfoort;DE FEESTPARTIJ (DFP);45
307;Amersfoort;DENK;3413
307;Amersfoort;Forum voor Democratie;3522
307;Amersfoort;GROENLINKS;7183
307;Amersfoort;JA21;1813
307;Amersfoort;JEZUS LEEFT;40
307;Amersfoort;JONG;174
307;Amersfoort;LP (Libertaire Partij);53
307;Amersfoort;Lijst Henk Krol;70
307;Amersfoort;NIDA;558
307;Amersfoort;NLBeter;91
307;Amersfoort;OPRECHT;43
307;Amersfoort;PVV (Partij voor de Vrijheid);6623
307;Amersfoort;Partij van de Arbeid (P.v.d.A.);4942
307;Amersfoort;Partij voor de Dieren;4480
307;Amersfoort;Piratenpartij;224
307;Amersfoort;SP (Socialistische Partij);4682
307;Amersfoort;Splinter;347
307;Amersfoort;Staatkundig Gereformeerde Partij (SGP);860
307;Amersfoort;Trots op Nederland (TROTS);138
307;Amersfoort;U-Buntu Connected Front;22
307;Amersfoort;VVD;19713
307;Amersfoort;Volt;3335
307;Amersfoort;Vrij en Sociaal Nederland;28
308;Baarn;50PLUS;138
308;Baarn;BBB;39
308;Baarn;BIJ1;54
308;Baarn;CDA;1426
308;Baarn;CODE ORANJE;44
308;Baarn;ChristenUnie;587
308;Baarn;D66;2927
308;Baarn;DE FEESTPARTIJ (DFP);8
308;Baarn;DENK;217
308;Baarn;Forum voor Democratie;684
308;Baarn;GROENLINKS;898
308;Baarn;JA21;433
308;Baarn;JEZUS LEEFT;4
308;Baarn;JONG;18
308;Baarn;LP (Libertaire Partij);19
308;Baarn;Lijst Henk Krol;14
308;Baarn;NIDA;22
308;Baarn;NLBeter;26
308;Baarn;OPRECHT;7
308;Baarn;PVV (Partij voor de Vrijheid);1302
308;Baarn;Partij van de Arbeid (P.v.d.A.);814
308;Baarn;Partij voor de Dieren;764
308;Baarn;Piratenpartij;32
308;Baarn;SP (Socialistische Partij);630
308;Baarn;Splinter;53
308;Baarn;Staatkundig Gereformeerde Partij (SGP);143
308;Baarn;Trots op Nederland (TROTS);22
308;Baarn;U-Buntu Connected Front;6
308;Baarn;VVD;3994
308;Baarn;Volt;458
308;Baarn;Vrij en Sociaal Nederland;2
310;De Bilt;50PLUS;203
310;De Bilt;BBB;90
310;De Bilt;BIJ1;155
310;De Bilt;CDA;2271
310;De Bilt;CODE ORANJE;43
310;De Bilt;ChristenUnie;1020
310;De Bilt;D66;5898
310;De Bilt;DE FEESTPARTIJ (DFP);11
310;De Bilt;DENK;305
310;De Bilt;Forum voor Democratie;876
310;De Bilt;GROENLINKS;1973
310;De Bilt;JA21;553
310;De Bilt;JEZUS LEEFT;6
310;De Bilt;JONG;22
310;De Bilt;LP (Libertaire Partij);12
310;De Bilt;Lijst Henk Krol;22
310;De Bilt;NIDA;65
310;De Bilt;NLBeter;23
310;De Bilt;OPRECHT;9
310;De Bilt;PVV (Partij voor de Vrijheid);1806
310;De Bilt;Partij van de Arbeid (P.v.d.A.);1594
310;De Bilt;Partij voor de Dieren;1514
